X,Y,NAME,POINT_NM,MATERIAL,DPWT,ADR_KNM,CATEGORY,ID,OBS_CODE,OBS_POST_ID
126.3086944,37.56016667,장봉도,채석장 북갯바위(가막머리),"자갈, 모래",3~3.5,인천광역시 옹진군,1,356,IE_0062,웅진소청초
126.3125556,37.55955556,장봉도,채석장 부근,모래,1.3~3.7,인천광역시 옹진군,1,357,IE_0062,웅진소청초
126.3211667,37.54561111,장봉도,진촌 서갯바위,"모래, 펄",1.2~1.6,인천광역시 옹진군,1,358,IE_0062,웅진소청초
126.2921667,37.26891667,자월도,마바위,모래,1.2~1.9,인천광역시 옹진군,1,359,IE_0062,웅진소청초
126.3164444,37.26283333,자월도,입암두 부근 갯바위,모래,1.2~2.2,인천광역시 옹진군,1,360,IE_0062,웅진소청초
126.3352778,37.26297222,자월도,떡바위,모래,1.3~2,인천광역시 옹진군,1,361,IE_0062,웅진소청초
126.3483056,37.25977778,자월도,굴뿌리,모래,1.4~2.1,인천광역시 옹진군,1,362,IE_0062,웅진소청초
126.3303889,37.24588889,자월도,분모골,"조개껍질, 펄",1.3~3,인천광역시 옹진군,1,363,IE_0062,웅진소청초
126.2898889,37.2555,자월도,항도(목섬) 부근,모래,1.2~2,인천광역시 옹진군,1,364,IE_0062,웅진소청초
126.2784444,37.26338889,자월도,큰굴 부근,모래,1~4,인천광역시 옹진군,1,365,IE_0062,웅진소청초
126.1028889,37.26463889,덕적도·소야도,덕적도 능동자갈마당 갯바위,모래,2~3,인천광역시 옹진군,1,366,DT_0065,덕적도
126.1104167,37.26183333,덕적도·소야도,덕적도 소재해변 갯바위,"펄, 모래",2.2~5,인천광역시 옹진군,1,367,DT_0065,덕적도
126.1176111,37.25783333,덕적도·소야도,덕적도 파락금이 갯바위,"펄, 모래",2.2~5,인천광역시 옹진군,1,368,DT_0065,덕적도
126.1446944,37.24236111,덕적도·소야도,덕적도 목섬 부근,"펄, 모래",2~2.4,인천광역시 옹진군,1,369,DT_0065,덕적도
126.1653611,37.23172222,덕적도·소야도,덕적도 정자바위,"펄, 모래",1.7~2,인천광역시 옹진군,1,370,DT_0065,덕적도
126.1477778,37.21463889,덕적도·소야도,덕적도 밭지름해수욕장 갯바위,"펄, 모래",1.7~1.9,인천광역시 옹진군,1,371,DT_0065,덕적도
126.1241389,37.21175,덕적도·소야도,"덕적도 큰이마, 작은이마",가는 모래,1.2~1.6,인천광역시 옹진군,1,372,DT_0065,덕적도
126.1592222,37.22433333,덕적도·소야도,소야도 뒷장불,모래,1.2~1.5,인천광역시 옹진군,1,373,DT_0065,덕적도
126.1941389,37.20805557,덕적도·소야도,소야도 대금두(진대끝) 부근,"모래, 펄",20~25,인천광역시 옹진군,1,374,DT_0065,덕적도
126.1792222,37.20066667,덕적도·소야도,소야도 남서쪽 갯바위,모래,1.3~1.5,인천광역시 옹진군,1,375,DT_0065,덕적도
126.1695278,37.20944444,덕적도·소야도,소야도 떼뿌루해수욕장 갯바위,모래,1.1~1.4,인천광역시 옹진군,1,376,DT_0065,덕적도
126.2190833,37.18761111,이작도·승봉도,소이작도 돌살부리 부근,펄,1.2~1.8,인천광역시 옹진군,1,377,IE_0062,웅진소청초
126.2493611,37.18305556,이작도·승봉도,소이작도 손가락 바위 부근,"펄, 모래",1.2~1.7,인천광역시 옹진군,1,378,IE_0062,웅진소청초
126.2406944,37.17705556,이작도·승봉도,소이작도 해군기지 부근,"펄, 모래",1.5~2,인천광역시 옹진군,1,379,IE_0062,웅진소청초
126.2154722,37.18225,이작도·승봉도,소이작도 간뿌리 부근,가는 모래,1.1~1.8,인천광역시 옹진군,1,380,IE_0062,웅진소청초
126.2547222,37.18127778,이작도·승봉도,대이작도 오형제바위,"펄, 모래",3~5,인천광역시 옹진군,1,381,IE_0062,웅진소청초
126.2732222,37.15988889,이작도·승봉도,대이작도 토끼바위 부근,"펄, 모래",3~5,인천광역시 옹진군,1,382,IE_0062,웅진소청초
126.2596944,37.16844445,이작도·승봉도,대이작도 작은풀안해수욕장 정자 부근,가는 모래,1.2~1.9,인천광역시 옹진군,1,383,IE_0062,웅진소청초
126.2493333,37.17038889,이작도·승봉도,대이작도 유곶 부근,"펄, 모래",3~5,인천광역시 옹진군,1,384,IE_0062,웅진소청초
126.2910833,37.174,이작도·승봉도,승봉도 동양콘도 앞,"모래, 펄, 조개껍질",1.3~1.6,인천광역시 옹진군,1,385,IE_0062,웅진소청초
126.2939444,37.175,이작도·승봉도,승봉도 소각장 부근,펄,1.1~1.9,인천광역시 옹진군,1,386,IE_0062,웅진소청초
126.3034444,37.17275,이작도·승봉도,승봉도 부채바위,펄,1~1.8,인천광역시 옹진군,1,387,IE_0062,웅진소청초
126.3121111,37.17169444,이작도·승봉도,승봉도 남대문바위,펄,1.4~1.7,인천광역시 옹진군,1,388,IE_0062,웅진소청초
126.3183056,37.16536111,이작도·승봉도,승봉도 참나무골,펄,1.5~2,인천광역시 옹진군,1,389,IE_0062,웅진소청초
126.3246389,37.16161111,이작도·승봉도,승봉도 촛대바위,"모래, 조개껍질",1.2~2.2,인천광역시 옹진군,1,390,IE_0062,웅진소청초
126.3208889,37.15730556,이작도·승봉도,승봉도 목섬 부근,모래,1.2~2.2,인천광역시 옹진군,1,391,IE_0062,웅진소청초
126.2948056,37.16494444,이작도·승봉도,승봉도 철탑앞 갯바위,가는 모래,1.1~1.5,인천광역시 옹진군,1,392,IE_0062,웅진소청초
126.1047778,37.18202778,문갑도·선갑도,문갑도 한월리해수욕장 갯바위,가는 모래,1.4~1.7,인천광역시 옹진군,1,393,IE_0062,웅진소청초
126.1145278,37.18127778,문갑도·선갑도,문갑도 문갑해수욕장 갯바위,가는 모래,2.2~4.7,인천광역시 옹진군,1,394,IE_0062,웅진소청초
126.1103056,37.17705556,문갑도·선갑도,문갑도 문갑해수욕장 갯바위,"펄, 모래",1.3~2,인천광역시 옹진군,1,395,IE_0062,웅진소청초
126.1091667,37.16572222,문갑도·선갑도,문갑도 진뿌리,"펄, 모래",3~3.8,인천광역시 옹진군,1,396,IE_0062,웅진소청초
126.10125,37.16641667,문갑도·선갑도,문갑도 문턱뿌리 부근,"펄, 모래",11~13,인천광역시 옹진군,1,397,IE_0062,웅진소청초
125.9679722,37.08436111,백아도·굴업도,백아도 기차바위 부근,펄,2.3~3.8,인천광역시 옹진군,1,398,IE_0062,웅진소청초
125.9519444,37.07500001,백아도·굴업도,백아도 목가지 부근,바위,2.1~3,인천광역시 옹진군,1,399,IE_0062,웅진소청초
125.9415833,37.08122222,백아도·굴업도,백아도 서쪽 곶부리,바위,7.6~8,인천광역시 옹진군,1,400,IE_0062,웅진소청초
125.9814722,37.19438889,백아도·굴업도,굴업도 마을 북쪽 갯바위,가는 모래,1.7~2.5,인천광역시 옹진군,1,401,IE_0062,웅진소청초
125.9836667,37.19447222,백아도·굴업도,굴업도 해수욕장 북쪽 갯바위,가는 모래,1.8~2.5,인천광역시 옹진군,1,402,IE_0062,웅진소청초
125.9923333,37.19511111,백아도·굴업도,굴업도 해수욕장 동쪽 갯바위,"모래, 펄",2.5~3,인천광역시 옹진군,1,403,IE_0062,웅진소청초
125.9818056,37.18697222,백아도·굴업도,굴업도 마을 동쪽 갯바위,"모래, 펄",1.2~1.8,인천광역시 옹진군,1,404,IE_0062,웅진소청초
125.9751944,37.18694444,백아도·굴업도,굴업도 마을 서쪽 갯바위,"모래, 펄",1.3~1.8,인천광역시 옹진군,1,405,IE_0062,웅진소청초
126.4297778,37.26338889,영흥도·선재도·대부도·구봉도,영흥도 양로봉 갯바위(신노루),"펄, 모래",2.3~4.1,인천광역시 옹진군,1,406,DT_0043,영흥도
126.4353056,37.27438889,영흥도·선재도·대부도·구봉도,영흥도 비석바위,"펄, 모래",2.2~4.3,인천광역시 옹진군,1,407,DT_0043,영흥도
126.4556667,37.28433333,영흥도·선재도·대부도·구봉도,영흥도 농어바위,모래,1.2~2,인천광역시 옹진군,1,408,DT_0043,영흥도
126.4706667,37.28730556,영흥도·선재도·대부도·구봉도,영흥도 진여,"펄, 모래",1.5~2.3,인천광역시 옹진군,1,409,DT_0043,영흥도
126.4890278,37.28322222,영흥도·선재도·대부도·구봉도,영흥도 십리포해수욕장 갯바위,"펄, 모래",1.2~2,인천광역시 옹진군,1,410,DT_0043,영흥도
126.4811389,37.24183333,영흥도·선재도·대부도·구봉도,영흥도 용담리해수욕장 부근,"펄, 모래",1.4~2.2,인천광역시 옹진군,1,411,DT_0043,영흥도
126.52425,37.25680556,영흥도·선재도·대부도·구봉도,신지도 대량곶 부근 갯바위,펄,1.8~2.5,인천광역시 옹진군,1,412,DT_0043,영흥도
126.5423611,37.21438889,영흥도·선재도·대부도·구봉도,대부도 쪽박섬 부근,펄,1~1.3,경기도 안산시,1,413,DT_0043,영흥도
126.6219722,37.16302778,제부도,제부도 소방서 앞,펄,1~1.3,경기도 화성시,1,414,DT_0002,평택
126.61825,37.15652778,제부도,제부도 매(삼형제)바위 부근,펄,1.1~1.4,경기도 화성시,1,415,DT_0002,평택
126.5351111,37.11433333,입파도·국화도,입파도 북서측 끝단,모래,1.4~3,경기도 화성시,1,416,DT_0002,평택
126.5406944,37.11116667,입파도·국화도,입파도 북동측 끝단,모래,2.2~4.1,경기도 화성시,1,417,DT_0002,평택
126.5397222,37.09772222,입파도·국화도,입파도 동남측 돌출부,모래,1.2~2,경기도 화성시,1,418,DT_0002,평택
126.5380278,37.09372222,입파도·국화도,입파도 남측 곶부리,모래,3.7~5,경기도 화성시,1,419,DT_0002,평택
126.5370833,37.10244444,입파도·국화도,입파도 서측 갯바위,"펄, 모래",1.2~1.5,경기도 화성시,1,420,DT_0002,평택
126.5544167,37.07141667,입파도·국화도,국화도 매박섬(토끼섬),모래,5~5.2,경기도 화성시,1,421,DT_0002,평택
126.5568611,37.064,입파도·국화도,국화도 해수욕장 서측 갯바위,모래,1.3~2.3,경기도 화성시,1,422,DT_0002,평택
126.5587222,37.06180556,입파도·국화도,국화도 해수욕장 동측 갯바위,모래,1.2~2.3,경기도 화성시,1,423,DT_0002,평택
126.54975,37.05452778,입파도·국화도,국화도 도지섬 부근,펄,2.3~4,경기도 화성시,1,424,DT_0002,평택
126.5512778,37.05822222,입파도·국화도,국화도 서쪽 곶부리,펄,1.3~2.1,경기도 화성시,1,425,DT_0002,평택
126.3799444,37.10577778,풍도·난지도,풍도 채석장 남측,바위,4~6,경기도 안산시,1,426,DT_0008,안산
126.38025,37.11419444,풍도·난지도,풍도 채석장 북측,"펄, 자갈",4~5,경기도 안산시,1,427,DT_0008,안산
126.3900556,37.11569444,풍도·난지도,풍도 북동측 돌출부,"펄, 자갈",1.5~2.6,경기도 안산시,1,428,DT_0008,안산
126.3947222,37.10741667,풍도·난지도,풍도 남쪽 마을 부근,"펄, 자갈",1.3~2.1,경기도 안산시,1,429,DT_0008,안산
126.4212222,37.04988889,풍도·난지도,대난지도 해수욕장 갯바위,모래,1.5~2.2,충청남도 당진시,1,430,DT_0002,평택
126.4495278,37.04427778,풍도·난지도,대난지도 도끝이 부근,펄,1.7~3,충청남도 당진시,1,431,DT_0002,평택
126.4411667,37.03830556,풍도·난지도,소난지도 서쪽 갯바위,바위,1.5~2.4,충청남도 당진시,1,432,DT_0002,평택
126.4343889,36.36058333,원산도·삽시도,원산도해수욕장 동측 소록도,"펄, 모래",1.4~2.1,충청남도 보령시,1,433,DT_0025,보령
126.4203333,36.36325,원산도·삽시도,원산도해수욕장 서측 갯바위,"펄, 모래",1.9~2.5,충청남도 보령시,1,434,DT_0025,보령
126.4082778,36.36461111,원산도·삽시도,원산도 용뿌리 갯바위,"펄, 모래",1.1~1.6,충청남도 보령시,1,435,DT_0025,보령
126.3844444,36.37097222,원산도·삽시도,원산도 개간지,자갈,1.8~2.3,충청남도 보령시,1,436,DT_0025,보령
126.3701389,36.33530556,원산도·삽시도,삽시도 야의곶 부근,"펄, 모래",2~2.3,충청남도 보령시,1,437,DT_0025,보령
126.3398889,36.32911111,원산도·삽시도,삽시도 촛대바위,"모래, 조개껍질",3~3.4,충청남도 보령시,1,438,DT_0025,보령
126.3406667,36.33366667,원산도·삽시도,삽시도 물망터,"모래, 조개껍질",1.6~2.5,충청남도 보령시,1,439,DT_0025,보령
126.3413611,36.33783333,원산도·삽시도,삽시도 면삽지,"모래, 조개껍질",2.1~3.7,충청남도 보령시,1,440,DT_0025,보령
126.3513611,36.34916667,원산도·삽시도,삽시도 거멀너머해수욕장 부근,"모래, 조개껍질",1.3~2.2,충청남도 보령시,1,441,DT_0025,보령
126.2575833,36.29572222,호도·녹도·외연도,호도 안통,펄,2.2~3,충청남도 보령시,1,442,DT_0025,보령
126.2692778,36.30263889,호도·녹도·외연도,호도 북동쪽 갯바위,모래,3.2~4.3,충청남도 보령시,1,443,DT_0025,보령
126.2636111,36.29252778,호도·녹도·외연도,호도해수욕장 갯바위,바위,1.5~2.2,충청남도 보령시,1,444,DT_0025,보령
126.2623056,36.27636111,호도·녹도·외연도,녹도 북서쪽 갯바위,바위,3.2~5,충청남도 보령시,1,445,DT_0025,보령
126.2654167,36.26538889,호도·녹도·외연도,녹도 동두말 부근,모래,3~5,충청남도 보령시,1,446,DT_0025,보령
126.0710556,36.22794444,호도·녹도·외연도,외연도 서측 갯바위,"자갈, 펄",1.6~3,충청남도 보령시,1,447,DT_0025,보령
126.075,36.23086111,호도·녹도·외연도,외연도 누적금 부근,"자갈, 펄",1.7~3,충청남도 보령시,1,448,DT_0025,보령
126.0824167,36.23119444,호도·녹도·외연도,외연도 작은 명금 부근,자갈,1.3~2.7,충청남도 보령시,1,449,DT_0025,보령
125.9668611,36.12613889,어청도·연도,어청도 등대 부근,펄,3.8~5.2,전라북도 군산시,1,450,DT_0037,어청도
125.9947222,36.11811111,어청도·연도,어청도 한우담 부근,모래,1.8~3,전라북도 군산시,1,451,DT_0037,어청도
125.9916389,36.11055556,어청도·연도,어청도 세미치말 부근,펄,4.4~6.2,전라북도 군산시,1,452,DT_0037,어청도
125.9858611,36.11977778,어청도·연도,어청도 농배,펄,3~4.5,전라북도 군산시,1,453,DT_0037,어청도
125.9785,36.11036111,어청도·연도,어청도 시목서 부근,바위,3.7~5,전라북도 군산시,1,454,DT_0037,어청도
125.9723056,36.11297222,어청도·연도,어청도 불탄서 부근,바위,3.4~5,전라북도 군산시,1,455,DT_0037,어청도
126.4445556,36.07588889,어청도·연도,연도 해녀막(멸치막),바위,1.7~2.2,전라북도 군산시,1,456,DT_0037,어청도
126.4392778,36.07775,어청도·연도,연도 자갈밭,자갈,1.9~2.3,전라북도 군산시,1,457,DT_0037,어청도
126.4330278,36.07902778,어청도·연도,연도 채석장,자갈,1.6~2.5,전라북도 군산시,1,458,DT_0037,어청도
126.22425,36.00194444,십이동파도·비안도,십이동파도 땅콩여,"펄, 모래",9~18,전라북도 군산시,1,459,DT_0018,군산
126.24,35.99705556,십이동파도·비안도,십이동파도 사자섬,"펄, 모래",7.5~12,전라북도 군산시,1,460,DT_0018,군산
126.2408333,35.99363889,십이동파도·비안도,십이동파도 작은 쌍섬,"펄, 모래",7~11,전라북도 군산시,1,461,DT_0018,군산
126.2351667,35.9935,십이동파도·비안도,십이동파도 큰 쌍섬,"펄, 모래",7.5~12,전라북도 군산시,1,462,DT_0018,군산
126.2398333,35.98291667,십이동파도·비안도,십이동파도 똥섬,"펄, 조개껍질",7.6~8.1,전라북도 군산시,1,463,DT_0018,군산
126.2371389,35.98286111,십이동파도·비안도,십이동파도 벌린여,"펄, 조개껍질",4.7~6,전라북도 군산시,1,464,DT_0018,군산
126.2214722,35.98775,십이동파도·비안도,십이동파도 등대섬 덜컥바위,"펄, 모래",19.7~21,전라북도 군산시,1,465,DT_0018,군산
126.2196111,35.99802778,십이동파도·비안도,십이동파도 병풍도 북쪽 곶부리,"펄, 모래",21~22.3,전라북도 군산시,1,466,DT_0018,군산
126.4483056,35.74805556,십이동파도·비안도,비안도 남쪽 갯바위,"펄, 모래",4.3~5.1,전라북도 군산시,1,467,DT_0018,군산
126.4579444,35.735,십이동파도·비안도,비안도 제방,조개껍질,1.5~2,전라북도 군산시,1,468,DT_0018,군산
126.4522778,35.72880556,십이동파도·비안도,비안도 남쪽 직벽지대,"모래, 펄",5~8,전라북도 군산시,1,469,DT_0018,군산
126.4496944,35.73036111,십이동파도·비안도,비안도 남서쪽 직벽 홈통,"모래, 펄",5.3~8.2,전라북도 군산시,1,470,DT_0018,군산
126.4484444,35.73402778,십이동파도·비안도,비안도 서쪽 돌출여 부근,"모래, 펄",5~7,전라북도 군산시,1,471,DT_0018,군산
126.4395,35.74005556,십이동파도·비안도,비안도 북서쪽 떨어진여 부근,조개껍질,5.1~5.6,전라북도 군산시,1,472,DT_0018,군산
126.3158889,35.85880556,말도·방축도,말도 등대 부근 갯바위,"모래, 조개껍질",11.8~13,전라북도 군산시,1,473,DT_0018,군산
126.32575,35.85886111,말도·방축도,말도 북동쪽 곶부리,"펄, 모래",7~10,전라북도 군산시,1,474,DT_0018,군산
126.31425,35.85580556,말도·방축도,말도 단도 부근,"모래, 조개껍질",6.4~8,전라북도 군산시,1,475,DT_0018,군산
126.3675833,35.85291667,말도·방축도,방축도 북서바위,"모래, 조개껍질",7~9,전라북도 군산시,1,476,DT_0018,군산
126.3866111,35.85619444,말도·방축도,방축도 북동쪽 곶부리,가는 모래,6.7~8,전라북도 군산시,1,477,DT_0018,군산
126.37275,35.84647222,말도·방축도,방축도 남서쪽 작은 홈통,"모래, 조개껍질",7~8.6,전라북도 군산시,1,478,DT_0018,군산
126.3682222,35.84613889,말도·방축도,방축도 남서쪽 큰 홈통,가는 모래,8.3~10,전라북도 군산시,1,479,DT_0018,군산
126.3658611,35.84661111,말도·방축도,방축도 독립문바위,가는 모래,2.3~3,전라북도 군산시,1,480,DT_0018,군산
126.4000556,35.81294444,선유도·무녀도·장자도·신시도,장자도 연육교 부근,"모래, 펄",1.7~2.5,전라북도 군산시,1,481,DT_0018,군산
126.4068333,35.82077778,선유도·무녀도·장자도·신시도,선유도해수욕장 앞 갯바위,"모래, 펄",1.3~1.8,전라북도 군산시,1,482,DT_0018,군산
126.4235,35.81975,선유도·무녀도·장자도·신시도,선유도 북도 동쪽 갯바위,"모래, 펄",1.2~1.5,전라북도 군산시,1,483,DT_0018,군산
126.4087778,35.80508333,선유도·무녀도·장자도·신시도,선유도 남도 갯바위,가는 모래,3~4.2,전라북도 군산시,1,484,DT_0018,군산
126.4154722,35.80194444,선유도·무녀도·장자도·신시도,무녀도 남들포인트,가는 모래,2~2.5,전라북도 군산시,1,485,DT_0018,군산
126.44,35.80577778,선유도·무녀도·장자도·신시도,무녀도 제방,"모래, 펄",1.4~1.8,전라북도 군산시,1,486,DT_0018,군산
126.43825,35.80058333,선유도·무녀도·장자도·신시도,무녀도 구마을 백사장 부근,"모래, 펄",1.6~1.9,전라북도 군산시,1,487,DT_0018,군산
126.4435,35.83177778,선유도·무녀도·장자도·신시도,신시도 북단 곶부리,"모래, 펄",2.7~4,전라북도 군산시,1,488,DT_0018,군산
126.44875,35.80997222,선유도·무녀도·장자도·신시도,신시도 남단 간출여 부근,"모래, 펄",1.3~1.8,전라북도 군산시,1,489,DT_0018,군산
126.1108056,35.66680556,왕등도·위도,상왕등도 북쪽 끝바리,펄,7~10,전라북도 부안군,1,490,DT_0068,위도
126.10725,35.65616667,왕등도·위도,상왕등도 터널바위,펄,2.5~5,전라북도 부안군,1,491,DT_0068,위도
126.115,35.64494444,왕등도·위도,하왕등도 북쪽 갯바위,"펄, 모래, 조개껍질",3.6~5,전라북도 부안군,1,492,DT_0068,위도
126.1299167,35.63675,왕등도·위도,하왕등도 코구렁,"펄, 모래, 조개껍질",6~10,전라북도 부안군,1,493,DT_0068,위도
126.1243333,35.63458333,왕등도·위도,하왕등도 오지바위,"펄, 모래, 조개껍질",3.6~6,전라북도 부안군,1,494,DT_0068,위도
126.2759722,35.61594444,왕등도·위도,위도 용멀 갯바위,펄,9.7~12,전라북도 부안군,1,495,DT_0068,위도
126.3151111,35.61052778,왕등도·위도,위도 대멀 부근,펄,1.7~2,전라북도 부안군,1,496,DT_0068,위도
126.2535556,35.57741667,왕등도·위도,위도 철탑 부근,펄,2.4~3.3,전라북도 부안군,1,497,DT_0068,위도
126.2514444,35.58083333,왕등도·위도,위도 논금해수욕장 갯바위,펄,2.3~3.2,전라북도 부안군,1,498,DT_0068,위도
126.2599722,35.58886111,왕등도·위도,위도 미영금해수욕장 갯바위,펄,2.7~3.5,전라북도 부안군,1,499,DT_0068,위도
126.2580556,35.59819444,왕등도·위도,위도 모여 부근,펄,8~12,전라북도 부안군,1,500,DT_0068,위도
125.8895556,34.73669444,비금도·도초도,비금도 성목골 부근 갯바위,"펄, 모래",2.5~3,전라남도 신안군,1,501,DT_0028,진도
125.8927222,34.74780556,비금도·도초도,비금도 하누넘해수욕장 갯바위,모래,3.3~4.7,전라남도 신안군,1,502,DT_0028,진도
125.8916111,34.75858333,비금도·도초도,비금도 이미해수욕장 갯바위,바위,3.5~5,전라남도 신안군,1,503,DT_0028,진도
125.8916111,34.76641667,비금도·도초도,비금도 용머리바위,바위,4.2~6.1,전라남도 신안군,1,504,DT_0028,진도
125.9528333,34.78861111,비금도·도초도,비금도 명사십리해수욕장 갯바위,펄,5.2~6.1,전라남도 신안군,1,505,DT_0028,진도
125.9711667,34.79988889,비금도·도초도,비금도 계남서 부근,펄,1.7~3,전라남도 신안군,1,506,DT_0028,진도
125.9936389,34.80658333,비금도·도초도,비금도 통섭바위 부근,펄,9.4~10,전라남도 신안군,1,507,DT_0028,진도
126,34.79008333,비금도·도초도,비금도 큰당두리 갯바위,"펄, 모래",1.4~2.1,전라남도 신안군,1,508,DT_0028,진도
125.9991389,34.7735,비금도·도초도,비금도 가산리 진골 갯바위,"펄, 모래",1.3~1.7,전라남도 신안군,1,509,DT_0028,진도
125.9524167,34.66411111,비금도·도초도,시목해수욕장 부근 갯바위,"펄, 조개껍질",2.1~3,전라남도 신안군,1,510,DT_0028,진도
125.9248056,34.66983333,비금도·도초도,도초도 지남리 남쪽 곶부리,"펄, 조개껍질",1.9~3.4,전라남도 신안군,1,511,DT_0028,진도
125.9145833,34.68641667,비금도·도초도,도초도 문바위 부근,"모래, 조개껍질",3~5.3,전라남도 신안군,1,512,DT_0028,진도
125.4484444,34.69063889,흑산도·삼태도,대흑산도 예리 갯바위,바위,1.3~2.7,전라남도 신안군,1,513,DT_0035,흑산도
125.4391944,34.67161111,흑산도·삼태도,대흑산도 정촌리 홈통 부근,"모래, 조개껍질",2.2~3.7,전라남도 신안군,1,514,DT_0035,흑산도
125.4241389,34.66066667,흑산도·삼태도,대흑산도 섯개해수욕장 갯바위,"모래, 조개껍질",3.3~5,전라남도 신안군,1,515,DT_0035,흑산도
125.2815,34.43502778,흑산도·삼태도,상태도 마을 앞 갯바위,바위,5.1~6.8,전라남도 신안군,1,516,DT_0035,흑산도
125.2898611,34.39252778,흑산도·삼태도,하태도 기둥바위 부근,바위,6~9,전라남도 신안군,1,517,DT_0035,흑산도
126.5606111,34.23394444,노화도·보길도·소안도,노화도 북쪽 목부분 홈통,펄,8~10,전라남도 완도군,1,518,DT_0027,완도
126.5555556,34.213,노화도·보길도·소안도,노화도 갈미각 부근 갯바위,펄,3.8~4.5,전라남도 완도군,1,519,DT_0027,완도
126.6244444,34.15694444,노화도·보길도·소안도,보길도 글쓴바위 부근,바위,6.3~7,전라남도 완도군,1,520,DT_0027,완도
126.6161944,34.14883333,노화도·보길도·소안도,보길도 동쪽 곶부리,"펄, 모래",5.7~8,전라남도 완도군,1,521,DT_0027,완도
126.6040833,34.14608333,노화도·보길도·소안도,보길도 치마끝 갯바위,"펄, 모래",3.7~4.5,전라남도 완도군,1,522,DT_0027,완도
126.5798056,34.15238889,노화도·보길도·소안도,보길도 장항각 부근 갯바위,"펄, 모래",4.8~5.4,전라남도 완도군,1,523,DT_0027,완도
126.5755,34.14508333,노화도·보길도·소안도,보길도 예송리해수욕장 곶부리,"펄, 모래",3.6~4.2,전라남도 완도군,1,524,DT_0027,완도
126.5195556,34.12622222,노화도·보길도·소안도,보길도 보옥리 몽돌해안,조개껍질,2.1~2.6,전라남도 완도군,1,525,DT_0027,완도
126.5046667,34.13933333,노화도·보길도·소안도,보길도 망월각 갯바위,바위,6.3~7,전라남도 완도군,1,526,DT_0027,완도
126.5042222,34.1485,노화도·보길도·소안도,보길도 선창리 갯바위,바위,1.3~1.9,전라남도 완도군,1,527,DT_0027,완도
126.6558611,34.19741667,노화도·보길도·소안도,소안도 월항리 양식장부근,"가는 모래, 조개껍질",2.5~4.4,전라남도 완도군,1,528,DT_0027,완도
126.68425,34.18152778,노화도·보길도·소안도,소안도 청변각 갯바위(코바위),"펄, 모래, 조개껍질",3.1~5,전라남도 완도군,1,529,DT_0027,완도
126.6622222,34.17508333,노화도·보길도·소안도,소안도 비자리 해안갯바위,펄,1.5~2.2,전라남도 완도군,1,530,DT_0027,완도
126.6825556,34.14836112,노화도·보길도·소안도,소안도 밖고래여 부근,펄,3.2~3.8,전라남도 완도군,1,531,DT_0027,완도
126.6802222,34.14080556,노화도·보길도·소안도,소안도 탁구진 부근 갯바위,펄,4.9~5.5,전라남도 완도군,1,532,DT_0027,완도
126.6696944,34.1205,노화도·보길도·소안도,소안도 담축끝 갯바위,펄,12~14,전라남도 완도군,1,533,DT_0027,완도
126.6382222,34.12286111,노화도·보길도·소안도,소안도 농서 부근 갯바위,"가는 모래, 자갈",5.5~6.3,전라남도 완도군,1,534,DT_0027,완도
126.6284167,34.14586111,노화도·보길도·소안도,소안도 돈암각 부근 갯바위,펄,5.5~6.1,전라남도 완도군,1,535,DT_0027,완도
126.6351111,34.18702778,노화도·보길도·소안도,소안도 산호도 부근 갯바위,펄,11.6~12.2,전라남도 완도군,1,536,DT_0027,완도
126.787,34.34575,신지도,송곡리 호안로 갯바위,"펄, 모래",1.5~2.1,전라남도 완도군,1,537,DT_0027,완도
126.8244167,34.35236111,신지도,대곡항 북쪽 갯바위,펄,1~1.3,전라남도 완도군,1,538,DT_0027,완도
126.8429722,34.35216667,신지도,대곡리 남쪽 양식장 배수구 부근,펄,1.2~1.5,전라남도 완도군,1,539,DT_0027,완도
126.89625,34.34425,신지도,방죽포 철탑 부근 갯바위,"펄, 조개껍질",2.1~2.6,전라남도 완도군,1,540,DT_0027,완도
126.8988611,34.34188889,신지도,덕구미 부근,"펄, 조개껍질",8.5~9,전라남도 완도군,1,541,DT_0027,완도
126.89375,34.33052778,신지도,동고리 남쪽 갯바위,펄,1.5~3,전라남도 완도군,1,542,DT_0027,완도
126.8824444,34.31025,신지도,무생끝 부근,펄,7.7~9,전라남도 완도군,1,543,DT_0027,완도
126.8724722,34.30980556,신지도,도트럼끝 부근,펄,2.8~3.6,전라남도 완도군,1,544,DT_0027,완도
126.8658056,34.31461111,신지도,가인항 양식장 부근 갯바위,펄,4.6~5,전라남도 완도군,1,545,DT_0027,완도
126.8547222,34.30630556,신지도,내동리 양식장 부근 갯바위,"펄, 조개껍질",1.4~1.8,전라남도 완도군,1,546,DT_0027,완도
126.8391667,34.30897222,신지도,월양항 부근 제방,"펄, 조개껍질",1.8~2.5,전라남도 완도군,1,547,DT_0027,완도
126.7939444,34.31663889,신지도,무인등대 부근,펄,14.3~6,전라남도 완도군,1,548,DT_0027,완도
126.78625,34.32338889,신지도,노랑바위 부근,"모래, 조개껍질",2.3~3.8,전라남도 완도군,1,549,DT_0027,완도
126.7639444,34.21058334,청산도·대모도,대모도 북곧말 갯바위,"펄, 모래, 조개껍질",2.7~5,전라남도 완도군,1,550,DT_0027,완도
